hexagon_n,tree_pct,pop_ft,tree_class,tree_class_text,pop_class,pop_class_text,combined_class
730,31.79505796195151,3059.3447634706317,1,medium,1,medium,"medium trees, medium pop"
731,60.362529823537244,1919.71094982925,2,high,1,medium,"high trees, medium pop"
732,0.0,0.0,0,low,0,low,"low trees, low pop"
733,46.42907432941229,2165.843351079669,2,high,1,medium,"high trees, medium pop"
734,54.355493171002614,1875.8471116288035,2,high,1,medium,"high trees, medium pop"
735,25.34474587020958,8736.147571923013,0,low,2,high,"low trees, high pop"
736,77.16364173719637,1165.286040290474,2,high,0,low,"high trees, low pop"
737,35.53291759916913,1905.9999422497904,1,medium,1,medium,"medium trees, medium pop"
738,20.3955328346759,2112.757201675749,0,low,1,medium,"low trees, medium pop"
739,41.87058102615343,1338.5612668527986,1,medium,0,low,"medium trees, low pop"
740,35.56362468496041,2856.7089958985352,1,medium,1,medium,"medium trees, medium pop"
741,40.001359046344646,375.2080495193893,1,medium,0,low,"medium trees, low pop"
742,46.03837759303217,2072.6865252767197,2,high,1,medium,"high trees, medium pop"
743,33.75352888354833,1539.3398759781142,1,medium,0,low,"medium trees, low pop"
744,58.55284645446842,1741.200268765407,2,high,1,medium,"high trees, medium pop"
745,43.15153055709894,3352.9036038963977,1,medium,2,high,"medium trees, high pop"
746,46.71966280650171,1412.4577505258078,2,high,0,low,"high trees, low pop"
747,63.02494536909579,995.7901811432604,2,high,0,low,"high trees, low pop"
748,38.27451643991219,2006.5888417359768,1,medium,1,medium,"medium trees, medium pop"
749,48.39524615274127,1612.6992284995667,2,high,0,low,"high trees, low pop"
750,27.60365063372602,5840.322466142504,0,low,2,high,"low trees, high pop"
751,48.86067145600988,2496.7193296977143,2,high,1,medium,"high trees, medium pop"
752,23.66032838656746,3532.617120408077,0,low,2,high,"low trees, high pop"
753,14.359778271976081,9059.523274359108,0,low,2,high,"low trees, high pop"
754,41.35666735408332,1426.466009646596,1,medium,0,low,"medium trees, low pop"
755,68.76455955159254,1177.7379378281537,2,high,0,low,"high trees, low pop"
756,30.74999079395165,5477.502553034763,0,low,2,high,"low trees, high pop"
757,33.25439366707947,630.8256404516743,1,medium,0,low,"medium trees, low pop"
758,21.96046928191857,5908.1856070088415,0,low,2,high,"low trees, high pop"
759,9.59402539229611,345.91171594520705,0,low,0,low,"low trees, low pop"
760,18.48636490053717,901.944584358228,0,low,0,low,"low trees, low pop"
761,0.16838712404559,57.97711729863111,0,low,0,low,"low trees, low pop"
762,42.24320794188209,2866.687494623091,1,medium,1,medium,"medium trees, medium pop"
763,70.17389947019879,1202.6877895699704,2,high,0,low,"high trees, low pop"
764,30.39255409386233,1464.1121473219685,0,low,0,low,"low trees, low pop"
765,46.12701517644394,3841.047614112554,2,high,2,high,"high trees, high pop"
766,24.59782866118615,4155.396105290628,0,low,2,high,"low trees, high pop"
767,23.985393267436688,6965.277135795588,0,low,2,high,"low trees, high pop"
768,0.44281640510694,814.1850968944091,0,low,0,low,"low trees, low pop"
769,35.07077542981979,417.63158386184966,1,medium,0,low,"medium trees, low pop"
770,16.0158822160647,694.3056483160046,0,low,0,low,"low trees, low pop"
771,54.98675964311307,2162.4262140644746,2,high,1,medium,"high trees, medium pop"
772,44.99338712239894,5472.663789088351,1,medium,2,high,"medium trees, high pop"
773,62.03176492821628,1674.0654717619511,2,high,1,medium,"high trees, medium pop"
774,57.71837419581413,3076.143682859576,2,high,1,medium,"high trees, medium pop"
775,40.54303400019183,3367.282298784593,1,medium,2,high,"medium trees, high pop"
776,53.15832679526016,2316.296018901161,2,high,1,medium,"high trees, medium pop"
777,24.138374679982462,4192.255474686521,0,low,2,high,"low trees, high pop"
778,32.16880080178191,4223.343285891473,1,medium,2,high,"medium trees, high pop"
779,43.01861206883469,4949.270909430934,1,medium,2,high,"medium trees, high pop"
780,48.38205637225917,1306.2027273096876,2,high,0,low,"high trees, low pop"
781,29.48964516948524,1955.5034446145503,0,low,1,medium,"low trees, medium pop"
782,43.10567825534567,2021.1288352737247,1,medium,1,medium,"medium trees, medium pop"
783,28.4441939346258,5620.304104454608,0,low,2,high,"low trees, high pop"
784,7.02273872473438,19615.846577494754,0,low,2,high,"low trees, high pop"
785,16.68020586572549,5483.087498315467,0,low,2,high,"low trees, high pop"
786,32.28666328135414,2759.0825810889337,1,medium,1,medium,"medium trees, medium pop"
787,46.22833520304286,2753.915186065933,2,high,1,medium,"high trees, medium pop"
788,12.6926611697301,12021.004497303687,0,low,2,high,"low trees, high pop"
789,63.792840649489946,985.0892130173596,2,high,0,low,"high trees, low pop"
790,59.655401561488844,1258.878336698635,2,high,0,low,"high trees, low pop"
791,15.92831692402816,3722.543030714251,0,low,2,high,"low trees, high pop"
792,45.54184627789155,2454.321076118581,2,high,1,medium,"high trees, medium pop"
793,19.239827559564553,233.427115574596,0,low,0,low,"low trees, low pop"
794,40.269307801579764,1090.9992251195963,1,medium,0,low,"medium trees, low pop"
795,23.57788671080937,4632.494543933518,0,low,2,high,"low trees, high pop"
796,26.88179720370613,3346.581852928154,0,low,2,high,"low trees, high pop"
797,43.27756668997845,4285.495243921583,1,medium,2,high,"medium trees, high pop"
798,32.69749115167758,5754.931203260142,1,medium,2,high,"medium trees, high pop"
799,61.70897239688479,1213.6581672347202,2,high,0,low,"high trees, low pop"
800,9.31412703666116,1311.9247259658923,0,low,0,low,"low trees, low pop"
801,25.35305471064812,6730.34511487998,0,low,2,high,"low trees, high pop"
802,48.81077667560031,1054.6321845031543,2,high,0,low,"high trees, low pop"
803,21.62112916085681,18677.677975104834,0,low,2,high,"low trees, high pop"
804,72.49398181357745,2193.8877048708687,2,high,1,medium,"high trees, medium pop"
805,0.0,7.959079865848317,0,low,0,low,"low trees, low pop"
806,55.44497935400433,3252.410179446725,2,high,1,medium,"high trees, medium pop"
807,36.14809912892576,2490.53814209295,1,medium,1,medium,"medium trees, medium pop"
808,42.33757818413919,2087.3820259148006,1,medium,1,medium,"medium trees, medium pop"
809,57.40713095977377,1212.6262413358388,2,high,0,low,"high trees, low pop"
810,0.06871333726682648,1.4629112012246075,0,low,0,low,"low trees, low pop"
811,51.98141559675562,1476.5535472628642,2,high,0,low,"high trees, low pop"
812,26.028451368287193,2671.8940514759106,0,low,1,medium,"low trees, medium pop"
813,21.65802980262893,6535.558269051945,0,low,2,high,"low trees, high pop"
814,70.43253164404327,1123.950158329878,2,high,0,low,"high trees, low pop"
815,29.56906587662814,3752.318455713637,0,low,2,high,"low trees, high pop"
816,15.932249202611072,6633.170290187762,0,low,2,high,"low trees, high pop"
817,34.88818130338617,4388.205121899645,1,medium,2,high,"medium trees, high pop"
818,24.70483891093069,4511.659126179826,0,low,2,high,"low trees, high pop"
819,39.64382620747942,3342.0410998358443,1,medium,2,high,"medium trees, high pop"
820,55.57555690193999,1046.3445949678326,2,high,0,low,"high trees, low pop"
821,21.40165872117974,6504.467105593634,0,low,2,high,"low trees, high pop"
822,0.9044715260105101,2636.7279636979392,0,low,1,medium,"low trees, medium pop"
823,55.243860078561944,3967.499234370069,2,high,2,high,"high trees, high pop"
824,42.29084603925305,1338.0302877116878,1,medium,0,low,"medium trees, low pop"
825,62.96289644161786,509.7649165595279,2,high,0,low,"high trees, low pop"
826,52.04335079325172,1428.5639702646167,2,high,0,low,"high trees, low pop"
827,49.90110137685535,1561.669836044063,2,high,0,low,"high trees, low pop"
828,36.758262969271385,2455.37437939168,1,medium,1,medium,"medium trees, medium pop"
829,31.631509102981582,1775.4977720403788,1,medium,1,medium,"medium trees, medium pop"
830,37.12409337247661,4895.531075445344,1,medium,2,high,"medium trees, high pop"
831,47.818518895406456,3934.872698684278,2,high,2,high,"high trees, high pop"
832,14.969848472733318,4817.253375392804,0,low,2,high,"low trees, high pop"
833,27.21089660056084,4111.793397000702,0,low,2,high,"low trees, high pop"
834,65.45824200817927,1497.1343419427965,2,high,0,low,"high trees, low pop"
835,44.03997361837666,1579.4410699183743,1,medium,0,low,"medium trees, low pop"
836,51.18481883309981,1125.5879218461355,2,high,0,low,"high trees, low pop"
837,44.45035827622435,2619.2561895218955,1,medium,1,medium,"medium trees, medium pop"
838,60.70413151589003,350.74747642731546,2,high,0,low,"high trees, low pop"
839,49.09357144201193,1894.260488506041,2,high,1,medium,"high trees, medium pop"
840,51.390001053526305,1016.833404512605,2,high,0,low,"high trees, low pop"
841,27.99431237463283,2281.3674633181126,0,low,1,medium,"low trees, medium pop"
842,35.4056580778479,6201.809216996794,1,medium,2,high,"medium trees, high pop"
843,37.00433380649083,1433.9500073283764,1,medium,0,low,"medium trees, low pop"
844,42.65378229858111,1425.6731445181604,1,medium,0,low,"medium trees, low pop"
845,46.811981940758294,1802.446791636988,2,high,1,medium,"high trees, medium pop"
846,20.1604025473197,6361.405517471714,0,low,2,high,"low trees, high pop"
847,71.91099863601688,455.1479418657282,2,high,0,low,"high trees, low pop"
848,32.1557972514037,5408.494253982493,1,medium,2,high,"medium trees, high pop"
849,13.62827773139195,8744.783866938424,0,low,2,high,"low trees, high pop"
850,33.79732100834103,3469.510001050337,1,medium,2,high,"medium trees, high pop"
851,41.56006066871044,1106.136660065425,1,medium,0,low,"medium trees, low pop"
852,67.21245674002553,1666.9622500417277,2,high,1,medium,"high trees, medium pop"
853,45.604801935173874,1072.8540080521036,2,high,0,low,"high trees, low pop"
854,50.703181963009335,2391.8542033623467,2,high,1,medium,"high trees, medium pop"
855,27.42179665151067,4607.428462029439,0,low,2,high,"low trees, high pop"
856,35.48591645249602,406.52198385175535,1,medium,0,low,"medium trees, low pop"
857,29.64382140233476,1707.3672066236245,0,low,1,medium,"low trees, medium pop"
858,52.845671063247124,2066.2700580550177,2,high,1,medium,"high trees, medium pop"
859,42.97068345287625,3483.455460706953,1,medium,2,high,"medium trees, high pop"
860,48.59726417926249,3870.646102082145,2,high,2,high,"high trees, high pop"
861,36.915639908255535,8310.463840802508,1,medium,2,high,"medium trees, high pop"
862,43.60930448684448,3234.2312145530227,1,medium,1,medium,"medium trees, medium pop"
863,36.18239273839649,3231.311576431581,1,medium,1,medium,"medium trees, medium pop"
864,1.90736421058888,23.8405313858945,0,low,0,low,"low trees, low pop"
865,40.17985393194366,3674.894021172617,1,medium,2,high,"medium trees, high pop"
866,73.24435666846509,2645.673709450078,2,high,1,medium,"high trees, medium pop"
867,38.52631583531452,1970.9263490470016,1,medium,1,medium,"medium trees, medium pop"
868,20.674733685633228,5611.280255454473,0,low,2,high,"low trees, high pop"
869,33.46711597671336,4787.441456554195,1,medium,2,high,"medium trees, high pop"
870,1.2540913372138,200.35529165820896,0,low,0,low,"low trees, low pop"
871,14.24841868620374,7613.439536601713,0,low,2,high,"low trees, high pop"
872,41.65567755665719,1110.3805804861818,1,medium,0,low,"medium trees, low pop"
873,40.2162001322947,2434.1752974613187,1,medium,1,medium,"medium trees, medium pop"
874,36.22381501481366,1598.904913225624,1,medium,0,low,"medium trees, low pop"
875,35.58072128533703,1170.4766548124455,1,medium,0,low,"medium trees, low pop"
876,28.15177553719948,6926.318688499196,0,low,2,high,"low trees, high pop"
877,43.69898710640149,2083.05010964625,1,medium,1,medium,"medium trees, medium pop"
878,48.55558019587017,951.180854090946,2,high,0,low,"high trees, low pop"
879,0.11901942047791,79.14730091609206,0,low,0,low,"low trees, low pop"
880,38.669514682179816,2598.332596941862,1,medium,1,medium,"medium trees, medium pop"
881,47.58183054603285,742.7854794492324,2,high,0,low,"high trees, low pop"
882,41.69122207607907,1491.4422957895,1,medium,0,low,"medium trees, low pop"
883,32.0293793143164,2771.582108392202,1,medium,1,medium,"medium trees, medium pop"
884,68.1619422395448,1462.4937036200772,2,high,0,low,"high trees, low pop"
885,35.47559542166541,3016.857688559606,1,medium,1,medium,"medium trees, medium pop"
886,35.06499161966476,1997.127131362084,1,medium,1,medium,"medium trees, medium pop"
887,33.97243285044798,4539.557217550042,1,medium,2,high,"medium trees, high pop"
888,15.115028437375368,15392.272089660162,0,low,2,high,"low trees, high pop"
889,0.0,0.0,0,low,0,low,"low trees, low pop"
890,28.94025296174712,3488.7543868646912,0,low,2,high,"low trees, high pop"
891,72.05463571362932,1488.9878828961043,2,high,0,low,"high trees, low pop"
892,24.30945201781971,5872.6001206729925,0,low,2,high,"low trees, high pop"
893,53.933644619358404,800.6191737268487,2,high,0,low,"high trees, low pop"
894,35.83863317559206,2374.590484771045,1,medium,1,medium,"medium trees, medium pop"
895,51.5837824835066,2139.3578491761405,2,high,1,medium,"high trees, medium pop"
896,36.54791283310947,2364.950348421552,1,medium,1,medium,"medium trees, medium pop"
897,57.609621309153894,2355.695877306317,2,high,1,medium,"high trees, medium pop"
898,25.85093415534362,9415.985426304384,0,low,2,high,"low trees, high pop"
899,0.67332330382359,10.517068141757274,0,low,0,low,"low trees, low pop"
900,41.61274873308102,1332.514270764823,1,medium,0,low,"medium trees, low pop"
901,60.12669010329088,2482.926663419596,2,high,1,medium,"high trees, medium pop"
902,0.0,2.278621318293553,0,low,0,low,"low trees, low pop"
903,42.97314106338397,3204.127059260536,1,medium,1,medium,"medium trees, medium pop"
904,46.91764312696428,1530.939473186229,2,high,0,low,"high trees, low pop"
905,78.69852098653107,304.7578946131117,2,high,0,low,"high trees, low pop"
906,54.86380951786622,2295.8135142702104,2,high,1,medium,"high trees, medium pop"
907,46.75176807378687,904.9624828021462,2,high,0,low,"high trees, low pop"
908,58.38342731320285,1681.4139154989346,2,high,1,medium,"high trees, medium pop"
909,35.200149475832795,1009.0668772145888,1,medium,0,low,"medium trees, low pop"
910,44.25772105056751,2671.839139814413,1,medium,1,medium,"medium trees, medium pop"
911,0.0,3.2048105202469173,0,low,0,low,"low trees, low pop"
912,44.85648825939424,1464.3911325041274,1,medium,0,low,"medium trees, low pop"
913,58.850530234823175,2436.7351392072646,2,high,1,medium,"high trees, medium pop"
914,47.138218691871394,2643.993418550462,2,high,1,medium,"high trees, medium pop"
915,1.6692747713199,3063.957913551027,0,low,1,medium,"low trees, medium pop"
916,39.298225241949,2793.469343322734,1,medium,1,medium,"medium trees, medium pop"
917,47.16472459435158,1044.951892600223,2,high,0,low,"high trees, low pop"
918,0.0,0.0,0,low,0,low,"low trees, low pop"
919,28.25720739353586,3999.298193764223,0,low,2,high,"low trees, high pop"
920,23.79267067996574,774.3852678223274,0,low,0,low,"low trees, low pop"
921,68.86982844331644,371.3304170515607,2,high,0,low,"high trees, low pop"
922,36.64439702909173,549.178574014908,1,medium,0,low,"medium trees, low pop"
923,42.58745665578701,366.1611952664294,1,medium,0,low,"medium trees, low pop"
924,45.62035798048038,1887.073879534532,2,high,1,medium,"high trees, medium pop"
925,49.923365312220305,3789.196066398949,2,high,2,high,"high trees, high pop"
926,46.81424717679476,612.0926254155589,2,high,0,low,"high trees, low pop"
927,27.33760121735268,2918.623507167848,0,low,1,medium,"low trees, medium pop"
928,43.49428598452569,2712.930660624949,1,medium,1,medium,"medium trees, medium pop"
929,57.6288931235352,1188.255612497543,2,high,0,low,"high trees, low pop"
930,42.69244065474206,2546.6203474185045,1,medium,1,medium,"medium trees, medium pop"
931,28.91773713953435,2963.076721244678,0,low,1,medium,"low trees, medium pop"
932,44.64334252670959,3382.015641250119,1,medium,2,high,"medium trees, high pop"
933,46.91338524745791,1296.663410212008,2,high,0,low,"high trees, low pop"
934,18.93992184450773,8231.278203109578,0,low,2,high,"low trees, high pop"
935,41.47200685868515,1590.945274561878,1,medium,0,low,"medium trees, low pop"
936,74.94813633368723,646.3204422110581,2,high,0,low,"high trees, low pop"
937,40.186084681504944,529.7776690724432,1,medium,0,low,"medium trees, low pop"
938,31.00602886938943,2955.6197913583364,0,low,1,medium,"low trees, medium pop"
939,49.34637226089112,1597.3834863343257,2,high,0,low,"high trees, low pop"
940,54.79418368180746,4423.924401625581,2,high,2,high,"high trees, high pop"
941,62.7321934751588,2569.0161092329263,2,high,1,medium,"high trees, medium pop"
942,24.21864704537202,5753.8276527015005,0,low,2,high,"low trees, high pop"
943,35.09575889510652,1947.464741885056,1,medium,1,medium,"medium trees, medium pop"
944,25.674131089748208,5640.36974391474,0,low,2,high,"low trees, high pop"
945,39.59925434286614,3109.9697816275943,1,medium,1,medium,"medium trees, medium pop"
946,68.83661992312624,1136.6279226079876,2,high,0,low,"high trees, low pop"
947,46.45745091106064,1228.7737430045454,2,high,0,low,"high trees, low pop"
948,51.27400353269738,2015.4073648122744,2,high,1,medium,"high trees, medium pop"
949,38.84809979459282,2646.0876244231763,1,medium,1,medium,"medium trees, medium pop"
950,32.8327734457066,2224.78043074033,1,medium,1,medium,"medium trees, medium pop"
951,52.20110735035108,5122.159889528797,2,high,2,high,"high trees, high pop"
952,6.02679193218992,11191.383132496489,0,low,2,high,"low trees, high pop"
953,35.074421827590854,997.4639390299644,1,medium,0,low,"medium trees, low pop"
954,52.10729792499001,2219.802431250407,2,high,1,medium,"high trees, medium pop"
955,36.456852541298254,3064.47281418548,1,medium,1,medium,"medium trees, medium pop"
956,32.28693424453794,2235.51631457116,1,medium,1,medium,"medium trees, medium pop"
957,0.0,0.0,0,low,0,low,"low trees, low pop"
958,60.254130711232314,3729.535792836021,2,high,2,high,"high trees, high pop"
959,67.83522225429458,970.0476809878046,2,high,0,low,"high trees, low pop"
960,14.541219225086929,6638.836440574422,0,low,2,high,"low trees, high pop"
961,38.94829584272123,3436.377454013026,1,medium,2,high,"medium trees, high pop"
962,18.37230995885869,7738.853483992933,0,low,2,high,"low trees, high pop"
963,72.06280057600738,1380.048883274402,2,high,0,low,"high trees, low pop"
964,26.0603653126383,2268.117794483492,0,low,1,medium,"low trees, medium pop"
965,47.39418991461757,2478.607538008573,2,high,1,medium,"high trees, medium pop"
966,34.126439537583146,2951.4189560595387,1,medium,1,medium,"medium trees, medium pop"
967,33.051175568520904,2137.445880097648,1,medium,1,medium,"medium trees, medium pop"
968,29.95034300715981,1704.7082140657535,0,low,1,medium,"low trees, medium pop"
969,52.80335036359588,2024.8526712667715,2,high,1,medium,"high trees, medium pop"
970,22.868116168261672,3593.16915375019,0,low,2,high,"low trees, high pop"
971,30.70050479306442,6046.861428516432,0,low,2,high,"low trees, high pop"
972,48.56558546015008,4910.649068248038,2,high,2,high,"high trees, high pop"
973,3.2734555746477505,6619.121939718956,0,low,2,high,"low trees, high pop"
974,0.0004043468701948068,0.0369180908390119,0,low,0,low,"low trees, low pop"
975,14.01075387992675,13942.070006606158,0,low,2,high,"low trees, high pop"
976,11.84886097060132,5534.231499750913,0,low,2,high,"low trees, high pop"
977,8.34794640262619,17030.29905748554,0,low,2,high,"low trees, high pop"
978,37.4149228854073,4352.736192913032,1,medium,2,high,"medium trees, high pop"
979,61.421968030291026,1982.2536487151888,2,high,1,medium,"high trees, medium pop"
980,33.60858989381762,2692.7712070745583,1,medium,1,medium,"medium trees, medium pop"
981,22.21729659558434,6151.282353995828,0,low,2,high,"low trees, high pop"
982,41.71689522707618,1414.2144640431684,1,medium,0,low,"medium trees, low pop"
983,27.46816890205291,1731.208483643216,0,low,1,medium,"low trees, medium pop"
984,14.940168668927582,1782.1644917032152,0,low,1,medium,"low trees, medium pop"
985,48.07108380784077,1585.7980480808249,2,high,0,low,"high trees, low pop"
986,38.61764610716272,2960.178796330854,1,medium,1,medium,"medium trees, medium pop"
987,38.64625613681438,5440.435286680025,1,medium,2,high,"medium trees, high pop"
988,38.77955357175898,5168.551456645306,1,medium,2,high,"medium trees, high pop"
989,6.94809594504399,977.257897232254,0,low,0,low,"low trees, low pop"
990,65.28241768160326,2966.6962342668103,2,high,1,medium,"high trees, medium pop"
991,51.241642054915935,2860.306304061705,2,high,1,medium,"high trees, medium pop"
992,18.71326762925842,2340.9238211386923,0,low,1,medium,"low trees, medium pop"
993,16.68520752439991,4793.379671255747,0,low,2,high,"low trees, high pop"
994,5.5077582828999505,7633.389027032196,0,low,2,high,"low trees, high pop"
995,44.33819664623006,2448.826747838138,1,medium,1,medium,"medium trees, medium pop"
996,60.86637895119774,679.9288405073479,2,high,0,low,"high trees, low pop"
997,40.31780314683146,4267.794878522321,1,medium,2,high,"medium trees, high pop"
998,44.47926625176069,2600.6663741956154,1,medium,1,medium,"medium trees, medium pop"
999,15.489832626325912,2034.012279201087,0,low,1,medium,"low trees, medium pop"
1000,37.31726297123684,3512.0606402048,1,medium,2,high,"medium trees, high pop"
1001,33.72570687760152,3346.047258494403,1,medium,2,high,"medium trees, high pop"
1002,46.49370210710402,3371.8291265871017,2,high,2,high,"high trees, high pop"
1003,64.75022160919593,1131.974454968788,2,high,0,low,"high trees, low pop"
1004,43.25238496478334,1772.069727224586,1,medium,1,medium,"medium trees, medium pop"
1005,9.79505496367943,6506.75845707538,0,low,2,high,"low trees, high pop"
1006,49.16700016450688,3472.0327795546727,2,high,2,high,"high trees, high pop"
1007,38.29001413286488,1899.969274125088,1,medium,1,medium,"medium trees, medium pop"
1008,36.2092138746516,761.0874933579389,1,medium,0,low,"medium trees, low pop"
1009,31.169059508524562,1027.1742415875929,1,medium,0,low,"medium trees, low pop"
1010,70.73724765592712,937.8894369798548,2,high,0,low,"high trees, low pop"
1011,33.253223153304354,4124.528424537415,1,medium,2,high,"medium trees, high pop"
1012,47.908312237724296,1906.8826378210797,2,high,1,medium,"high trees, medium pop"
1013,58.38159307229391,1236.7861784656186,2,high,0,low,"high trees, low pop"
1014,65.01407766157202,1489.013111364184,2,high,0,low,"high trees, low pop"
1015,44.14605150891179,3472.398017769643,1,medium,2,high,"medium trees, high pop"
1016,39.02152439276214,1731.734983227767,1,medium,1,medium,"medium trees, medium pop"
1017,52.63105491436371,1940.6538636706623,2,high,1,medium,"high trees, medium pop"
1018,38.509654857831386,5061.040264969247,1,medium,2,high,"medium trees, high pop"
1019,57.50335817959111,2151.3404146246457,2,high,1,medium,"high trees, medium pop"
1020,34.08951654952381,2545.593753238929,1,medium,1,medium,"medium trees, medium pop"
1021,59.30340534165774,798.9169708450708,2,high,0,low,"high trees, low pop"
1022,31.40043964501336,3623.314848596559,1,medium,2,high,"medium trees, high pop"
1023,37.64668683585585,3086.724141356805,1,medium,1,medium,"medium trees, medium pop"
1024,39.51852936509281,3240.524840524617,1,medium,1,medium,"medium trees, medium pop"
1025,2.89369154695477,0.0,0,low,0,low,"low trees, low pop"
1026,57.64666744067942,1414.585115523607,2,high,0,low,"high trees, low pop"
1027,42.33374449745676,1048.480795046716,1,medium,0,low,"medium trees, low pop"
1028,34.87479310118735,4009.429086494074,1,medium,2,high,"medium trees, high pop"
1029,53.35955438787499,1134.1162909112363,2,high,0,low,"high trees, low pop"
1030,35.02383683648477,5808.693728002728,1,medium,2,high,"medium trees, high pop"
1031,18.50321160982376,800.346584004193,0,low,0,low,"low trees, low pop"
1032,16.08566541561304,3630.80005158565,0,low,2,high,"low trees, high pop"
1033,51.555236013870456,3038.677768860377,2,high,1,medium,"high trees, medium pop"
1034,36.46216227921363,2309.3429572715186,1,medium,1,medium,"medium trees, medium pop"
1035,23.62282239555797,5692.260474170422,0,low,2,high,"low trees, high pop"
1036,43.30694460842887,3539.9279138122997,1,medium,2,high,"medium trees, high pop"
1037,36.32998891944017,4574.795613228983,1,medium,2,high,"medium trees, high pop"
1038,25.364738855839892,3953.660345000321,0,low,2,high,"low trees, high pop"
1039,44.49075393911116,1139.177776528573,1,medium,0,low,"medium trees, low pop"
1040,15.149103564425758,12039.870127544216,0,low,2,high,"low trees, high pop"
1041,18.60597939907942,8611.156646032376,0,low,2,high,"low trees, high pop"
1042,33.86634231070646,2107.9530726627536,1,medium,1,medium,"medium trees, medium pop"
1043,30.76708612233826,2133.254021637989,0,low,1,medium,"low trees, medium pop"
1044,51.06371775694322,2858.0196210361,2,high,1,medium,"high trees, medium pop"
1045,68.16381851195852,1357.4281212910864,2,high,0,low,"high trees, low pop"
1046,29.638893632827664,5060.989607141998,0,low,2,high,"low trees, high pop"
1047,29.28221037053697,3347.22666230624,0,low,2,high,"low trees, high pop"
1048,27.06626672207587,4918.109002766422,0,low,2,high,"low trees, high pop"
1049,50.320630033212744,2599.289038299828,2,high,1,medium,"high trees, medium pop"
1050,57.58610089569596,1398.178925299769,2,high,0,low,"high trees, low pop"
1051,50.97256441899546,1073.678669601182,2,high,0,low,"high trees, low pop"
1052,37.961292111703735,1994.495850226678,1,medium,1,medium,"medium trees, medium pop"
1053,28.52492062137702,2299.7653402037336,0,low,1,medium,"low trees, medium pop"
1054,13.357354427786818,5756.313358016226,0,low,2,high,"low trees, high pop"
1055,4.61862408826175,4190.86946049239,0,low,2,high,"low trees, high pop"
1056,57.75133880925812,4042.21560338496,2,high,2,high,"high trees, high pop"
1057,53.07857517567476,975.0293029591732,2,high,0,low,"high trees, low pop"
1058,8.27349401016485,1268.337128192683,0,low,0,low,"low trees, low pop"
1059,47.46208465863615,879.3855277706301,2,high,0,low,"high trees, low pop"
1060,59.35085699811721,509.2222160840371,2,high,0,low,"high trees, low pop"
1061,34.83941863726287,2195.146497409396,1,medium,1,medium,"medium trees, medium pop"
1062,57.84621984361211,1072.172179354333,2,high,0,low,"high trees, low pop"
1063,28.09964811952587,2487.6460646997625,0,low,1,medium,"low trees, medium pop"
1064,20.17904287140708,3235.255913822557,0,low,1,medium,"low trees, medium pop"
1065,59.86633697173872,2081.6641609545286,2,high,1,medium,"high trees, medium pop"
1066,36.64163311486304,537.7402141031827,1,medium,0,low,"medium trees, low pop"
1067,40.38980380592683,4656.497727656189,1,medium,2,high,"medium trees, high pop"
1068,59.23690546861786,435.9872476702518,2,high,0,low,"high trees, low pop"
1069,8.7120487597709,20910.119491861384,0,low,2,high,"low trees, high pop"
1070,0.0,110.0594283141342,0,low,0,low,"low trees, low pop"
1071,52.93050429431001,2642.887415201817,2,high,1,medium,"high trees, medium pop"
1072,14.04262845392007,9212.619326243685,0,low,2,high,"low trees, high pop"
1073,48.29598411274335,3385.000444449748,2,high,2,high,"high trees, high pop"
1074,40.35601505302593,3963.327620215159,1,medium,2,high,"medium trees, high pop"
1075,55.672746886572924,889.5834967532138,2,high,0,low,"high trees, low pop"
1076,13.588563977168599,5273.595178316621,0,low,2,high,"low trees, high pop"
1077,63.947056914677425,1835.1649601309907,2,high,1,medium,"high trees, medium pop"
1078,18.93939671259521,2614.225335787883,0,low,1,medium,"low trees, medium pop"
1079,32.33836671344318,482.9615501774876,1,medium,0,low,"medium trees, low pop"
1080,16.61867364097781,6459.938029973649,0,low,2,high,"low trees, high pop"
1081,24.67762837803261,4197.168572351043,0,low,2,high,"low trees, high pop"
1082,51.37352574090473,2309.3446570831184,2,high,1,medium,"high trees, medium pop"
1083,24.62479496991578,4166.62535442533,0,low,2,high,"low trees, high pop"
1084,32.14665347671011,3777.5926531098794,1,medium,2,high,"medium trees, high pop"
1085,0.0,6.260676447550456,0,low,0,low,"low trees, low pop"
1086,61.01046561920352,1297.1397815259352,2,high,0,low,"high trees, low pop"
1087,55.52991932924362,1065.4929703132634,2,high,0,low,"high trees, low pop"
1088,29.651798870346628,3352.409171421856,0,low,2,high,"low trees, high pop"
1089,23.63902435297293,5737.604688715469,0,low,2,high,"low trees, high pop"
1090,42.38584064892793,1109.0348293932666,1,medium,0,low,"medium trees, low pop"
1091,57.00708085273264,4071.7442646911336,2,high,2,high,"high trees, high pop"
1092,71.46065525235326,1848.2613976407868,2,high,1,medium,"high trees, medium pop"
1093,50.26708978462433,836.0023131866225,2,high,0,low,"high trees, low pop"
1094,31.25560357118004,3994.94802400236,1,medium,2,high,"medium trees, high pop"
1095,36.76360120678673,158.8561884357722,1,medium,0,low,"medium trees, low pop"
1096,22.97824177253987,2516.1256038677457,0,low,1,medium,"low trees, medium pop"
1097,38.60750589215087,3215.7691803989164,1,medium,1,medium,"medium trees, medium pop"
1098,17.4998696982233,8581.800451368443,0,low,2,high,"low trees, high pop"
