city_id,tr_pct_bin,pop_ft_pct,pop_ft,UC_NM_MN,CTR_MN_NM,CTR_MN_ISO,continent
323.0,"[0.58, 0.6)",0.0018997468530111332,10891.338008188495,Dallas,United States,USA,Americas
323.0,"[0.6, 0.62)",0.0018312782621725209,10498.80435846263,Dallas,United States,USA,Americas
323.0,"[0.62, 0.64)",0.0003827607020573593,2194.385097019976,Dallas,United States,USA,Americas
323.0,"[0.64, 0.66)",0.00044192409031573336,2533.5715829511446,Dallas,United States,USA,Americas
323.0,"[0.66, 0.68)",0.00038523573483510655,2208.5745762766805,Dallas,United States,USA,Americas
323.0,"[0.68, 0.7)",0.00036594677754786043,2097.9900774483635,Dallas,United States,USA,Americas
323.0,"[0.7, 0.72)",3.8470785811221576e-09,0.0220554823421087,Dallas,United States,USA,Americas
323.0,"[0.72, 0.74)",1.52944920139741e-06,8.768404165202496,Dallas,United States,USA,Americas
323.0,"[0.74, 0.76)",0.0,0.0,Dallas,United States,USA,Americas
323.0,"[0.76, 0.78)",7.179372305982773e-05,411.59678905191385,Dallas,United States,USA,Americas
323.0,"[0.78, 0.8)",1.49176764794197e-07,0.8552374047975915,Dallas,United States,USA,Americas
323.0,"[0.8, 0.82)",0.00010969329154703946,628.8767967036981,Dallas,United States,USA,Americas
323.0,"[0.82, 0.84)",1.096178441918373e-06,6.284442534698309,Dallas,United States,USA,Americas
323.0,"[0.88, 0.9)",0.0,0.0,Dallas,United States,USA,Americas
323.0,"[0.9, 0.92)",0.0,0.0,Dallas,United States,USA,Americas
359.0,"[0.0, 0.02)",0.02426154671564351,35967.05275241572,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.02, 0.04)",0.08700725872725616,128985.78566174081,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.04, 0.06)",0.054853458171105124,81318.69112946774,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.06, 0.08)",0.18153052551146653,269113.8394336079,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.08, 0.1)",0.13999602026067431,207540.11707741936,Tegucigalpa,Honduras,HND,Americas
359.0,"[0.1, 0.12)",0.09717673675914401,144061.74751711593,Tegucigalpa,Honduras,HND,Americas
