city_id,tr_pct_bin,pop_ft,pop_ft_pct,UC_NM_MN,CTR_MN_NM,CTR_MN_ISO,continent,INCM_CMI
931.0,"[0.16, 0.18)",71304.42013483572,0.011292058456207132,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.18, 0.2)",44343.76179840962,0.007022458768318821,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.2, 0.22)",37325.43790948991,0.005911008405656687,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.22, 0.24)",16081.825170157048,0.002546783348921697,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.24, 0.26)",15711.096762662648,0.00248807328801822,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.26, 0.28)",9672.979210234318,0.0015318523940184045,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.28, 0.3)",6488.910455647469,0.0010276102946171683,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.3, 0.32)",6057.103061763446,0.0009592275166022794,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.32, 0.34)",1683.0299538252982,0.00026653147990271704,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.34, 0.36)",3174.532543363858,0.0005027319061428503,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.36, 0.38)",13838.2050278865,0.0021914745230153304,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.38, 0.4)",12401.876145574328,0.0019640116298210854,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.4, 0.42)",2733.3778780550897,0.0004328688561457382,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.42, 0.44)",3492.2693621890035,0.000553050003184775,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.44, 0.46)",1599.3485657736658,0.0002532793543852705,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.46, 0.48)",2513.134502782074,0.0003979902179985887,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.52, 0.54)",1879.5414645528676,0.00029765184330034585,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.54, 0.56)",13.913044838709574,2.2033264603435854e-06,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.56, 0.58)",2140.992672420184,0.0003390563216917401,Santiago,Chile,CHL,Americas,HIC
931.0,"[0.66, 0.68)",569.7059568131452,9.022095621868105e-05,Santiago,Chile,CHL,Americas,HIC
945.0,"[0.0, 0.02)",792750.8159729457,0.04812679696247938,New York,United States,USA,Americas,HIC
945.0,"[0.02, 0.04)",1534129.6427060645,0.09313487206950477,New York,United States,USA,Americas,HIC
945.0,"[0.04, 0.06)",1448541.3463974532,0.0879389259085996,New York,United States,USA,Americas,HIC
945.0,"[0.06, 0.08)",1414603.1235017148,0.08587858370565155,New York,United States,USA,Americas,HIC
945.0,"[0.08, 0.1)",1385796.557686197,0.08412977725063929,New York,United States,USA,Americas,HIC
945.0,"[0.1, 0.12)",1083413.5283547093,0.06577252505446797,New York,United States,USA,Americas,HIC
945.0,"[0.12, 0.14)",867865.6966393341,0.0526869166594303,New York,United States,USA,Americas,HIC
945.0,"[0.14, 0.16)",890921.7050310808,0.054086614789381746,New York,United States,USA,Americas,HIC
945.0,"[0.16, 0.18)",811329.4395107008,0.04925467929930992,New York,United States,USA,Americas,HIC
945.0,"[0.18, 0.2)",676618.5760154513,0.04107657056016054,New York,United States,USA,Americas,HIC
945.0,"[0.2, 0.22)",514754.86824326706,0.03125005049535892,New York,United States,USA,Americas,HIC
945.0,"[0.22, 0.24)",388630.2983183447,0.02359320366978098,New York,United States,USA,Americas,HIC
945.0,"[0.24, 0.26)",363532.0234411704,0.02206952238836873,New York,United States,USA,Americas,HIC
945.0,"[0.26, 0.28)",343735.0747184132,0.020867677227872212,New York,United States,USA,Americas,HIC
945.0,"[0.28, 0.3)",337381.496048479,0.020481960323553695,New York,United States,USA,Americas,HIC
945.0,"[0.3, 0.32)",373179.6371031604,0.022655215565250783,New York,United States,USA,Americas,HIC
945.0,"[0.32, 0.34)",330483.2395942955,0.020063176790220905,New York,United States,USA,Americas,HIC
945.0,"[0.34, 0.36)",245614.33436969478,0.014910903859212461,New York,United States,USA,Americas,HIC
945.0,"[0.36, 0.38)",316271.39348770666,0.01920039542405559,New York,United States,USA,Americas,HIC
945.0,"[0.38, 0.4)",272311.89877910225,0.016531675778756114,New York,United States,USA,Americas,HIC
945.0,"[0.4, 0.42)",248167.40242762398,0.015065897062094945,New York,United States,USA,Americas,HIC
945.0,"[0.42, 0.44)",251559.26280435457,0.015271812177395896,New York,United States,USA,Americas,HIC
945.0,"[0.44, 0.46)",248882.98156355775,0.01510933887393768,New York,United States,USA,Americas,HIC
945.0,"[0.46, 0.48)",213764.77087167883,0.012977361256760042,New York,United States,USA,Americas,HIC
945.0,"[0.48, 0.5)",175481.65481319872,0.010653246646576678,New York,United States,USA,Americas,HIC
945.0,"[0.5, 0.52)",166275.44319687338,0.010094350372583275,New York,United States,USA,Americas,HIC
945.0,"[0.52, 0.54)",141216.20670583018,0.008573039057174488,New York,United States,USA,Americas,HIC
945.0,"[0.54, 0.56)",128737.19825882539,0.007815455849789231,New York,United States,USA,Americas,HIC
945.0,"[0.56, 0.58)",106748.65586912932,0.0064805620928007944,New York,United States,USA,Americas,HIC
945.0,"[0.58, 0.6)",89243.8827659006,0.0054178717189291275,New York,United States,USA,Americas,HIC
945.0,"[0.6, 0.62)",66071.19771101038,0.004011090311402652,New York,United States,USA,Americas,HIC
945.0,"[0.62, 0.64)",64383.37145843678,0.003908624732397403,New York,United States,USA,Americas,HIC
945.0,"[0.64, 0.66)",51165.67789736247,0.003106196981445956,New York,United States,USA,Americas,HIC
945.0,"[0.66, 0.68)",37072.51619583656,0.002250620780068858,New York,United States,USA,Americas,HIC
945.0,"[0.68, 0.7)",26423.533890421346,0.001604135908727844,New York,United States,USA,Americas,HIC
945.0,"[0.7, 0.72)",18796.141845577433,0.0011410875700832315,New York,United States,USA,Americas,HIC
945.0,"[0.72, 0.74)",14027.998991326174,0.0008516202640760958,New York,United States,USA,Americas,HIC
945.0,"[0.74, 0.76)",10451.9547647922,0.0006345236040013611,New York,United States,USA,Americas,HIC
945.0,"[0.76, 0.78)",5721.76546477391,0.00034736040536538287,New York,United States,USA,Americas,HIC
945.0,"[0.78, 0.8)",6222.584128512888,0.00037776440831201446,New York,United States,USA,Americas,HIC
945.0,"[0.8, 0.82)",2686.692525872642,0.00016310535806209278,New York,United States,USA,Americas,HIC
945.0,"[0.82, 0.84)",1180.738275829309,7.168097480533456e-05,New York,United States,USA,Americas,HIC
945.0,"[0.84, 0.86)",1993.743130865038,0.0001210373662456807,New York,United States,USA,Americas,HIC
945.0,"[0.86, 0.88)",1734.1334015404468,0.00010527682146799457,New York,United States,USA,Americas,HIC
945.0,"[0.88, 0.9)",718.1320619321328,4.3596796421378784e-05,New York,United States,USA,Americas,HIC
945.0,"[0.9, 0.92)",1017.8605142499118,6.179289294746324e-05,New York,United States,USA,Americas,HIC
945.0,"[0.92, 0.94)",174.07891347506654,1.0568088175325771e-05,New York,United States,USA,Americas,HIC
945.0,"[0.94, 0.96)",319.8443980366576,1.94173075495415e-05,New York,United States,USA,Americas,HIC
945.0,"[0.96, 0.98)",20.711306582813098,1.2573545515880308e-06,New York,United States,USA,Americas,HIC
945.0,"[0.98, 1.0)",4.335197468437984,2.631837951496852e-07,New York,United States,USA,Americas,HIC
1022.0,"[0.0, 0.02)",28085.03707525349,0.01313198291859815,Boston,United States,USA,Americas,HIC
1022.0,"[0.02, 0.04)",85308.22738953328,0.03988836410981047,Boston,United States,USA,Americas,HIC
1022.0,"[0.04, 0.06)",127449.36280318497,0.059592688121902264,Boston,United States,USA,Americas,HIC
1022.0,"[0.06, 0.08)",114085.77811834897,0.05334415210102104,Boston,United States,USA,Americas,HIC
1022.0,"[0.08, 0.1)",100711.04012884306,0.04709040102537528,Boston,United States,USA,Americas,HIC
1022.0,"[0.1, 0.12)",122457.4641312744,0.05725857946770137,Boston,United States,USA,Americas,HIC
1022.0,"[0.12, 0.14)",151047.9650158117,0.07062690681738211,Boston,United States,USA,Americas,HIC
1022.0,"[0.14, 0.16)",125220.95102774001,0.05855072882904696,Boston,United States,USA,Americas,HIC
1022.0,"[0.16, 0.18)",72978.3581697896,0.03412317207718569,Boston,United States,USA,Americas,HIC
1022.0,"[0.18, 0.2)",128692.16112822028,0.06017379493446925,Boston,United States,USA,Americas,HIC
1022.0,"[0.2, 0.22)",87498.82500778629,0.04091264228424691,Boston,United States,USA,Americas,HIC
1022.0,"[0.22, 0.24)",66232.96576387896,0.030969165991442945,Boston,United States,USA,Americas,HIC
1022.0,"[0.24, 0.26)",63357.08321921669,0.029624462747818735,Boston,United States,USA,Americas,HIC
1022.0,"[0.26, 0.28)",60833.34263484984,0.028444413807307257,Boston,United States,USA,Americas,HIC
1022.0,"[0.28, 0.3)",63551.903409364175,0.029715556642491533,Boston,United States,USA,Americas,HIC
1022.0,"[0.3, 0.32)",84142.90122268119,0.039343481677336097,Boston,United States,USA,Americas,HIC
1022.0,"[0.32, 0.34)",46848.76306484969,0.021905513411878064,Boston,United States,USA,Americas,HIC
1022.0,"[0.34, 0.36)",73145.81104786239,0.03420146958231733,Boston,United States,USA,Americas,HIC
1022.0,"[0.36, 0.38)",81362.27015221979,0.03804331605453915,Boston,United States,USA,Americas,HIC
1022.0,"[0.38, 0.4)",71639.24515754123,0.033497030507359776,Boston,United States,USA,Americas,HIC
1022.0,"[0.4, 0.42)",51802.33125286143,0.0242216995239626,Boston,United States,USA,Americas,HIC
1022.0,"[0.42, 0.44)",53070.84892923601,0.02481483217368834,Boston,United States,USA,Americas,HIC
1022.0,"[0.44, 0.46)",47869.138841837004,0.0223826200376605,Boston,United States,USA,Americas,HIC
1022.0,"[0.46, 0.48)",36329.15982333502,0.016986764338916285,Boston,United States,USA,Americas,HIC
1022.0,"[0.48, 0.5)",39956.52462573649,0.018682845155794832,Boston,United States,USA,Americas,HIC
1022.0,"[0.5, 0.52)",29688.76975533699,0.013881855176356744,Boston,United States,USA,Americas,HIC
1022.0,"[0.52, 0.54)",27915.265520475547,0.013052601248157977,Boston,United States,USA,Americas,HIC
1022.0,"[0.54, 0.56)",24782.201415565487,0.011587645221989707,Boston,United States,USA,Americas,HIC
1022.0,"[0.56, 0.58)",15668.657232955391,0.007326340306733684,Boston,United States,USA,Americas,HIC
1022.0,"[0.58, 0.6)",16874.846970719467,0.007890329700461884,Boston,United States,USA,Americas,HIC
1022.0,"[0.6, 0.62)",16295.461045946238,0.007619420815883544,Boston,United States,USA,Americas,HIC
1022.0,"[0.62, 0.64)",7461.437361209013,0.0034888139087387135,Boston,United States,USA,Americas,HIC
1022.0,"[0.64, 0.66)",2216.247924372776,0.0010362717274774761,Boston,United States,USA,Americas,HIC
1022.0,"[0.66, 0.68)",2080.507221927585,0.0009728021802914617,Boston,United States,USA,Americas,HIC
1022.0,"[0.68, 0.7)",3294.8031615232467,0.0015405818664697608,Boston,United States,USA,Americas,HIC
1022.0,"[0.7, 0.72)",84.36199370634895,3.9445924794837036e-05,Boston,United States,USA,Americas,HIC
1022.0,"[0.72, 0.74)",2418.0827531942946,0.0011306455222266304,Boston,United States,USA,Americas,HIC
1022.0,"[0.74, 0.76)",2440.8992714317224,0.0011413140546182004,Boston,United States,USA,Americas,HIC
1022.0,"[0.76, 0.78)",1378.4256613482148,0.0006445233520924143,Boston,United States,USA,Americas,HIC
1022.0,"[0.78, 0.8)",201.33934052304238,9.414211466076708e-05,Boston,United States,USA,Americas,HIC
1022.0,"[0.8, 0.82)",516.2295129489557,0.00024137825162763265,Boston,United States,USA,Americas,HIC
1022.0,"[0.82, 0.84)",327.9180220730494,0.00015332769022256699,Boston,United States,USA,Americas,HIC
1022.0,"[0.84, 0.86)",671.9508969617713,0.000314190352585071,Boston,United States,USA,Americas,HIC
1022.0,"[0.86, 0.88)",293.57393154195125,0.00013726910326038123,Boston,United States,USA,Americas,HIC
1022.0,"[0.88, 0.9)",307.90415247363205,0.00014396961841335511,Boston,United States,USA,Americas,HIC
1022.0,"[0.92, 0.94)",78.16325714439519,3.6547523684297215e-05,Boston,United States,USA,Americas,HIC
1045.0,"[0.0, 0.02)",1249.9790816067032,0.01367121047706255,Portland,United States,USA,Americas,HIC
1045.0,"[0.02, 0.04)",5005.2063936126,0.054742700174039524,Portland,United States,USA,Americas,HIC
1045.0,"[0.04, 0.06)",3411.9664505225765,0.03731719368120346,Portland,United States,USA,Americas,HIC
1045.0,"[0.06, 0.08)",1113.8513144542262,0.012182360476371392,Portland,United States,USA,Americas,HIC
1045.0,"[0.08, 0.1)",5685.453878828247,0.06218266991731058,Portland,United States,USA,Americas,HIC
1045.0,"[0.1, 0.12)",710.6306043104797,0.007772274517172707,Portland,United States,USA,Americas,HIC
1045.0,"[0.12, 0.14)",2078.1000555523033,0.022728494956357967,Portland,United States,USA,Americas,HIC
1045.0,"[0.16, 0.18)",4255.919889196073,0.0465476402244492,Portland,United States,USA,Americas,HIC
1045.0,"[0.18, 0.2)",470.43115288537086,0.005145176747915113,Portland,United States,USA,Americas,HIC
1045.0,"[0.2, 0.22)",1918.2768036496116,0.02098048385117871,Portland,United States,USA,Americas,HIC
1045.0,"[0.22, 0.24)",2418.4679593687047,0.026451150256100585,Portland,United States,USA,Americas,HIC
1045.0,"[0.24, 0.26)",8698.276049310272,0.09513436217257344,Portland,United States,USA,Americas,HIC
1045.0,"[0.26, 0.28)",2456.272151750016,0.02686462043217421,Portland,United States,USA,Americas,HIC
1045.0,"[0.28, 0.3)",5002.054137443429,0.054708223471028654,Portland,United States,USA,Americas,HIC
1045.0,"[0.3, 0.32)",4222.761351457151,0.04618498027660612,Portland,United States,USA,Americas,HIC
1045.0,"[0.32, 0.34)",4438.5421102735545,0.04854500710752513,Portland,United States,USA,Americas,HIC
1045.0,"[0.34, 0.36)",2550.85943018775,0.02789913581807381,Portland,United States,USA,Americas,HIC
1045.0,"[0.36, 0.38)",8113.50363380218,0.08873861772274207,Portland,United States,USA,Americas,HIC
1045.0,"[0.38, 0.4)",6100.206452028039,0.0667188816088129,Portland,United States,USA,Americas,HIC
1045.0,"[0.42, 0.44)",2833.3644356162695,0.030988935837025,Portland,United States,USA,Americas,HIC
1045.0,"[0.44, 0.46)",6055.843349489088,0.06623367563924903,Portland,United States,USA,Americas,HIC
1045.0,"[0.46, 0.48)",4084.522824415183,0.04467304457540973,Portland,United States,USA,Americas,HIC
1045.0,"[0.48, 0.5)",1983.833141345991,0.02169748344256434,Portland,United States,USA,Americas,HIC
1045.0,"[0.5, 0.52)",2530.6665201443966,0.027678282903485646,Portland,United States,USA,Americas,HIC
1045.0,"[0.52, 0.54)",0.811533702577592,8.875866980835596e-06,Portland,United States,USA,Americas,HIC
1045.0,"[0.54, 0.56)",1574.3841685118607,0.017219278031288726,Portland,United States,USA,Americas,HIC
1045.0,"[0.56, 0.58)",254.6956509269627,0.002785644898104418,Portland,United States,USA,Americas,HIC
1045.0,"[0.58, 0.6)",947.0959671505898,0.01035853199419125,Portland,United States,USA,Americas,HIC
1045.0,"[0.6, 0.62)",87.55644011416418,0.0009576180426031234,Portland,United States,USA,Americas,HIC
1045.0,"[0.64, 0.66)",488.1271324720452,0.005338720356033946,Portland,United States,USA,Americas,HIC
1045.0,"[0.68, 0.7)",689.8253704575201,0.007544724524365856,Portland,United States,USA,Americas,HIC
1074.0,"[0.0, 0.02)",731.2842705653396,0.00051829066307023,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.02, 0.04)",5871.6790771950045,0.004161495829661886,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.04, 0.06)",11848.589807003536,0.008397573576649681,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.06, 0.08)",21900.02355705611,0.015521430157201917,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.08, 0.1)",41536.22191916034,0.02943839607444468,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.1, 0.12)",36242.46168581828,0.025686494643073026,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.12, 0.14)",51870.63365262195,0.036762810567369304,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.14, 0.16)",94532.81847392736,0.06699922197269768,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.16, 0.18)",88934.89224642132,0.0630317458309924,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.18, 0.2)",115069.63680010189,0.08155449359011833,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.2, 0.22)",83952.93586575829,0.05950083236840057,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.22, 0.24)",105923.8197728162,0.075072484114205,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.24, 0.26)",123233.917411186,0.08734084861200189,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.26, 0.28)",153142.15546539126,0.10853802344032512,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.28, 0.3)",77655.92986979347,0.05503789019342019,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.3, 0.32)",97485.32056090722,0.0690917793077461,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.32, 0.34)",86510.04853430165,0.06131316127231647,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.34, 0.36)",50371.51257595106,0.03570032298473656,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.36, 0.38)",46631.59708185846,0.03304969400325803,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.38, 0.4)",32677.71664869307,0.02316001603094642,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.4, 0.42)",26720.979129048348,0.01893823585180317,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.42, 0.44)",21746.956086610466,0.015412945066047934,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.44, 0.46)",17238.55539774149,0.01221765962579942,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.46, 0.48)",3127.35144638396,0.0022164801296039385,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.48, 0.5)",6577.8365245617515,0.004661978099497596,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.5, 0.52)",4066.7379659848707,0.002882261251556417,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.52, 0.54)",1167.1547057407304,0.0008272096237982091,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.54, 0.56)",3278.136388165263,0.0023233475006146963,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.56, 0.58)",547.9591391675978,0.0003883607469842213,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.68, 0.7)",356.2260645526808,0.00025247178235787184,Asuncion,Paraguay,PRY,Americas,UMIC
1074.0,"[0.92, 0.94)",2.8855268757425097,2.045089301017489e-06,Asuncion,Paraguay,PRY,Americas,UMIC
1105.0,"[0.0, 0.02)",1700951.646492529,0.12637647432233964,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.02, 0.04)",2681530.021225457,0.19923100728393944,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.04, 0.06)",1967400.996000105,0.14617299790117505,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.06, 0.08)",1463265.505367913,0.10871698554583552,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.08, 0.1)",1139606.7571670988,0.08466994601620216,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.1, 0.12)",898410.0946685411,0.06674963423794675,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.12, 0.14)",699791.4420247813,0.05199276263167204,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.14, 0.16)",568368.6930402985,0.042228379442616044,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.16, 0.18)",431380.77004117984,0.032050517673842475,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.18, 0.2)",352959.39448618656,0.026224004630638408,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.2, 0.22)",283459.51108421263,0.021060336252253533,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.22, 0.24)",179509.90433399222,0.01333713916115725,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.24, 0.26)",162713.35047059393,0.012089197009245602,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.26, 0.28)",125224.48287451868,0.009303867442177392,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.28, 0.3)",118416.16704546023,0.008798026519348336,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.3, 0.32)",126454.65638719399,0.00939526627274216,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.32, 0.34)",120465.40998761503,0.008950280170175793,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.34, 0.36)",48567.92506550446,0.003608475965549441,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.36, 0.38)",74471.81347224062,0.005533070409390983,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.38, 0.4)",70291.34367130084,0.005222471906756768,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.4, 0.42)",49329.00370349821,0.0036650222143214343,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.42, 0.44)",47176.39784155032,0.0035050889557837585,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.44, 0.46)",30506.26040107073,0.0022665392294932913,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.46, 0.48)",25361.99376063879,0.001884333020203102,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.48, 0.5)",11397.704111412533,0.0008468210509921027,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.5, 0.52)",28420.59974955788,0.0021115798334901516,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.52, 0.54)",17057.109431293364,0.0012673007821840225,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.54, 0.56)",3597.38151915754,0.00026727649437944726,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.56, 0.58)",8696.860337874434,0.000646155079975808,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.58, 0.6)",7769.170168805327,0.0005772300090767019,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.6, 0.62)",2052.279378005716,0.00015247925045466345,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.62, 0.64)",1516.370343424721,0.0001126625428560137,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.64, 0.66)",3748.455683051638,0.0002785009287915017,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.66, 0.68)",805.8617474870283,5.9873522359471434e-05,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.68, 0.7)",2565.2785424593712,0.0001905938117166751,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.7, 0.72)",3843.7926230037783,0.0002855842261731037,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.72, 0.74)",1347.1362926204654,0.00010008887403948306,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.74, 0.76)",792.0853437351902,5.88499698448609e-05,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.88, 0.9)",177.3869489531562,1.3179408859577585e-05,Buenos Aires,Argentina,ARG,Americas,UMIC
1105.0,"[0.9, 0.92)",0.0,0.0,Buenos Aires,Argentina,ARG,Americas,UMIC
1138.0,"[0.0, 0.02)",155762.77924810638,0.1240597033437865,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.02, 0.04)",279700.2179463112,0.22277161611466076,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.04, 0.06)",251543.55564069128,0.2003458017471449,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.06, 0.08)",179993.04791643692,0.1433582800476936,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.08, 0.1)",110985.03799917075,0.08839577051873503,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.1, 0.12)",84948.78109741556,0.0676587862211617,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.12, 0.14)",53707.543707737415,0.042776213751889336,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.14, 0.16)",48011.32779151582,0.03823937343509589,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.16, 0.18)",22936.15879971066,0.01826786264519401,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.18, 0.2)",28427.72814224331,0.022641708995490915,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.2, 0.22)",7188.231329497396,0.005725179343927251,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.22, 0.24)",13873.243602874198,0.011049561994827982,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.24, 0.26)",2938.7362224649946,0.0023406024579461864,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.26, 0.28)",4804.208319960126,0.0038263869061212186,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.28, 0.3)",4305.741399061091,0.0034293751255666115,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.3, 0.32)",2115.351975277874,0.00168480518765433,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.32, 0.34)",1211.2754763834323,0.00096473931059213,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.34, 0.36)",2060.4761874432656,0.0016410985075836426,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.36, 0.38)",393.81131914968,0.0003136571885977598,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.5, 0.52)",531.6809757151512,0.00042346563433933143,Montevideo,Uruguay,URY,Americas,HIC
1138.0,"[0.52, 0.54)",107.99150208789928,8.601152199098013e-05,Montevideo,Uruguay,URY,Americas,HIC
1303.0,"[0.0, 0.02)",2850643.683289331,0.14945073708293857,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.02, 0.04)",4106186.7586502186,0.21527511182048767,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.04, 0.06)",3121096.145323067,0.16362975217127743,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.06, 0.08)",2040439.7987135677,0.10697416645886519,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.08, 0.1)",1280518.9915533378,0.06713378745235613,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.1, 0.12)",984009.3786662911,0.05158867374420832,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.12, 0.14)",798127.9166820892,0.04184346368290105,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.14, 0.16)",683068.008229337,0.03581121621971857,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.16, 0.18)",489914.55005869974,0.025684757110521515,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.18, 0.2)",436793.2845791268,0.022899767766802526,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.2, 0.22)",343624.29260383674,0.018015195694324315,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.22, 0.24)",250479.16412777858,0.013131874713861036,São Paulo,Brazil,BRA,Americas,UMIC
1303.0,"[0.24, 0.26)",220868.86910280903,0.011579495353835697,São Paulo,Brazil,BRA,Americas,UMIC
