city_id,hexagon_n,UC_NM_MN,CTR_MN_NM,CTR_MN_ISO,tree_pct,pop_ft_pct,tr_pct_bin,geometry
4679.0,13,Dodoma,Tanzania,TZA,0.010048851746256,0.3340529606371802,"[0.0, 0.02)","POLYGON ((35.726793063358556 -6.15680282080934, 35.726793063358556 -6.1478056839691515, 35.73578463576257 -6.1478056839691515, 35.73578463576257 -6.15680282080934, 35.726793063358556 -6.15680282080934))"
4808.0,176,Nairobi,Kenya,KEN,0.055292800063438,0.2447976793263719,"[0.04, 0.06)","POLYGON ((36.79036144109543 -1.3169022858482184, 36.79036144109543 -1.3079051489965061, 36.79930357167642 -1.3079051489965061, 36.79930357167642 -1.3169022858482184, 36.79036144109543 -1.3169022858482184))"
5134.0,457,Addis Ababa,Ethiopia,ETH,0.06740011063853,0.2117351088265035,"[0.06, 0.08)","POLYGON ((38.71900864465558 9.019543747713026, 38.71900864465558 9.028540884589411, 38.72806046563746 9.028540884589411, 38.72806046563746 9.019543747713026, 38.71900864465558 9.019543747713026))"
5314.0,821,Baghdad,Iraq,IRQ,9.4761943499e-05,0.818284163863449,"[0.0, 0.02)","POLYGON ((44.525685782089155 33.435377609011624, 44.525685782089155 33.4443747459561, 44.53639897330831 33.4443747459561, 44.53639897330831 33.435377609011624, 44.525685782089155 33.435377609011624))"
5528.0,268,Baku,Azerbaijan,AZE,0.002779116927331,0.482748053987429,"[0.0, 0.02)","POLYGON ((49.86674975930332 40.37917904227515, 49.86674975930332 40.38817617924544, 49.87848601695996 40.38817617924544, 49.87848601695996 40.37917904227515, 49.86674975930332 40.37917904227515))"
5635.0,228,Sana'a,Yemen,YEM,0.013306557802919,0.8934675698016029,"[0.0, 0.02)","POLYGON ((44.21965253534864 15.35758924151999, 44.21965253534864 15.366586378412114, 44.228923562671035 15.366586378412114, 44.228923562671035 15.35758924151999, 44.21965253534864 15.35758924151999))"
5698.0,497,Riyadh,Saudi Arabia,SAU,0.003844858454342,0.9503294877964008,"[0.0, 0.02)","POLYGON ((46.675096126675 24.697503715024716, 46.675096126675 24.706500851941982, 46.68493635054712 24.706500851941982, 46.68493635054712 24.697503715024716, 46.675096126675 24.697503715024716))"
5737.0,739,Tehran,Iran,IRN,0.001226078641552,0.6553134743371726,"[0.0, 0.02)","POLYGON ((50.9694480171349 35.697946309363424, 50.9694480171349 35.70694344631581, 50.98045680069152 35.70694344631581, 50.98045680069152 35.697946309363424, 50.9694480171349 35.697946309363424))"
5915.0,425,Dubai,United Arab Emirates,ARE,0.001163033882483,0.9194887547552278,"[0.0, 0.02)","POLYGON ((55.38885100616937 25.3366384667459, 55.38885100616937 25.345635603665013, 55.398742600026935 25.345635603665013, 55.398742600026935 25.3366384667459, 55.38885100616937 25.3366384667459))"
5936.0,71,Nur-Sultan,Kazakhstan,KAZ,0.025236493583996,0.2110759848243857,"[0.02, 0.04)","POLYGON ((71.46146443985455 51.13624811865532, 71.46146443985455 51.14524525567862, 71.475713145716 51.14524525567862, 71.475713145716 51.13624811865532, 71.46146443985455 51.13624811865532))"
6008.0,44,Tashkent,Uzbekistan,UZB,0.007929709443199,0.3895462896665151,"[0.0, 0.02)","POLYGON ((69.27695816459627 41.22102908714939, 69.27695816459627 41.230026224123165, 69.28884424653045 41.230026224123165, 69.28884424653045 41.22102908714939, 69.27695816459627 41.22102908714939))"
6118.0,158,Kabul,Afghanistan,AFG,0.008000209970951,0.5619348930233355,"[0.0, 0.02)","POLYGON ((69.13565022550036 34.544596048913235, 69.13565022550036 34.55359318586152, 69.14650420530695 34.55359318586152, 69.14650420530695 34.544596048913235, 69.13565022550036 34.544596048913235))"
6169.0,994,Karachi,Pakistan,PAK,0.017352735221722,0.8011443690023947,"[0.0, 0.02)","POLYGON ((67.02934834581774 24.830523608567347, 67.02934834581774 24.839520745484997, 67.03919911614254 24.839520745484997, 67.03919911614254 24.830523608567347, 67.02934834581774 24.830523608567347))"
6845.0,792,Mumbai,India,IND,0.201121047070517,0.071204629413542,"[0.2, 0.22)","POLYGON ((72.86693150014789 19.29031400951296, 72.86693150014789 19.29931114641531, 72.87640330435323 19.29931114641531, 72.87640330435323 19.29031400951296, 72.86693150014789 19.29031400951296))"
6955.0,1891,Delhi [New Delhi],India,IND,0.006686226980226,0.2548575980477272,"[0.0, 0.02)","POLYGON ((77.26891655078357 28.709656136359435, 77.26891655078357 28.718653273288627, 77.27910982215519 28.718653273288627, 77.27910982215519 28.709656136359435, 77.26891655078357 28.709656136359435))"
8835.0,12,Colombo,Sri Lanka,LKA,0.383813815055439,0.051525455187495,"[0.38, 0.4)","POLYGON ((79.90079314860931 6.753443861973521, 79.90079314860931 6.76244099884443, 79.90979547887454 6.76244099884443, 79.90979547887454 6.753443861973521, 79.90079314860931 6.753443861973521))"
9872.0,3657,Dhaka,Bangladesh,BGD,0.012712941925571,0.2451291712722036,"[0.0, 0.02)","POLYGON ((90.46264879629176 23.709181904121973, 90.46264879629176 23.718179041036425, 90.47241300176816 23.718179041036425, 90.47241300176816 23.709181904121973, 90.46264879629176 23.709181904121973))"
10155.0,291,Mandalay,Myanmar,MMR,0.063110967455886,0.1185761834940095,"[0.06, 0.08)","POLYGON ((96.07061248341256 21.97782122513855, 96.07061248341256 21.986818362048165, 96.08025314601353 21.986818362048165, 96.08025314601353 21.97782122513855, 96.07061248341256 21.97782122513855))"
10248.0,518,Yangon,Myanmar,MMR,0.214029016354816,0.090600517092556,"[0.2, 0.22)","POLYGON ((96.12642993903142 16.795313249396607, 96.12642993903142 16.804310386292418, 96.13576827680127 16.804310386292418, 96.13576827680127 16.795313249396607, 96.12642993903142 16.795313249396607))"
10479.0,214,Xi'an,China,CHN,0.031346025415321,0.2536722546524148,"[0.02, 0.04)","POLYGON ((108.96653503879776 34.29498889452545, 108.96653503879776 34.303986031472874, 108.97735666076281 34.303986031472874, 108.97735666076281 34.29498889452545, 108.96653503879776 34.29498889452545))"
10607.0,656,Chongqing,China,CHN,0.157285359305766,0.0939831991961858,"[0.14, 0.16)","POLYGON ((106.5033858931972 29.508993704776003, 106.5033858931972 29.51799084170768, 106.51365867089952 29.51799084170768, 106.51365867089952 29.508993704776003, 106.5033858931972 29.508993704776003))"
10687.0,1829,Beijing,China,CHN,0.114945354144763,0.1116191907355616,"[0.1, 0.12)","POLYGON ((116.3732722383472 39.974421316681784, 116.3732722383472 39.98341845365042, 116.38493868686483 39.98341845365042, 116.38493868686483 39.974421316681784, 116.3732722383472 39.974421316681784))"
10715.0,2705,Bangkok,Thailand,THA,0.091417968643119,0.1646631009609881,"[0.08, 0.1)","POLYGON ((100.56315046204303 13.727965085857821, 100.56315046204303 13.736962222745817, 100.57235330978673 13.736962222745817, 100.57235330978673 13.727965085857821, 100.56315046204303 13.727965085857821))"
11136.0,608,Hanoi,Vietnam,VNM,0.045350021641489,0.209611307070939,"[0.04, 0.06)","POLYGON ((105.85419354658232 21.009354909622115, 105.85419354658232 21.01835204652909, 105.86377023725768 21.01835204652909, 105.86377023725768 21.009354909622115, 105.85419354658232 21.009354909622115))"
11139.0,1039,Kuala Lumpur,Malaysia,MYS,0.070654085603986,0.1157502298675372,"[0.06, 0.08)","POLYGON ((101.70243901620276 3.202706188976963, 101.70243901620276 3.211703325839393, 101.71139282428916 3.211703325839393, 101.71139282428916 3.202706188976963, 101.70243901620276 3.202706188976963))"
11498.0,160,Singapore,Singapore,SGP,0.113974303335434,0.1307465024743649,"[0.1, 0.12)","POLYGON ((103.79432960412367 1.4346147461184293, 103.79432960412367 1.4436118829766624, 103.80327220918397 1.4436118829766624, 103.80327220918397 1.4346147461184293, 103.79432960412367 1.4346147461184293))"
11862.0,5336,Jakarta,Indonesia,IDN,0.067158863773935,0.1084079526149355,"[0.06, 0.08)","POLYGON ((106.7913295551127 -6.190771924686223, 106.7913295551127 -6.181774787846116, 106.80032170376656 -6.181774787846116, 106.80032170376656 -6.190771924686223, 106.7913295551127 -6.190771924686223))"
12080.0,5899,Guangzhou,China,CHN,0.031776466387571,0.1624539002822603,"[0.02, 0.04)","POLYGON ((113.25072571202882 23.16445116356523, 113.25072571202882 23.17344830047815, 113.26044974876626 23.17344830047815, 113.26044974876626 23.16445116356523, 113.25072571202882 23.16445116356523))"
12109.0,259,Pyongyang,North Korea,PRK,0.013029929864195,0.5453103455299029,"[0.0, 0.02)","POLYGON ((125.71783352240972 39.00267099966118, 125.71783352240972 39.01166813662595, 125.72933803151852 39.01166813662595, 125.72933803151852 39.00267099966118, 125.71783352240972 39.00267099966118))"
12211.0,20,Zhuhai,China,CHN,0.023518122067932,0.1769522716054958,"[0.02, 0.04)","POLYGON ((113.55316939092634 22.20146715661681, 113.55316939092634 22.210464293527046, 113.56282534147694 22.210464293527046, 113.56282534147694 22.20146715661681, 113.55316939092634 22.20146715661681))"
12274.0,298,Hong Kong,China,CHN,0.118445310853942,0.0866463484067067,"[0.1, 0.12)","POLYGON ((114.25407504510224 22.305171553764286, 114.25407504510224 22.314168690674816, 114.26373815114066 22.314168690674816, 114.26373815114066 22.305171553764286, 114.25407504510224 22.305171553764286))"
12389.0,2569,Seoul,South Korea,KOR,0.008833947571358,0.2621501510527375,"[0.0, 0.02)","POLYGON ((127.0386227560525 37.65365393263749, 127.0386227560525 37.662651069597075, 127.04991505903791 37.662651069597075, 127.04991505903791 37.65365393263749, 127.0386227560525 37.65365393263749))"
12400.0,5101,Shanghai,China,CHN,0.050948952497203,0.1705633265650686,"[0.04, 0.06)","POLYGON ((121.48056629383125 31.253617854329274, 121.48056629383125 31.262614991266506, 121.49102415230567 31.262614991266506, 121.49102415230567 31.253617854329274, 121.48056629383125 31.253617854329274))"
12678.0,799,Busan,South Korea,KOR,0.002628648238229,0.2515014707716038,"[0.0, 0.02)","POLYGON ((129.15890246984335 35.157466195156076, 129.15890246984335 35.16646333210652, 129.16983761163078 35.16646333210652, 129.16983761163078 35.157466195156076, 129.15890246984335 35.157466195156076))"
12778.0,202,Hiroshima,Japan,JPN,0.009296210092435,0.3186217808740567,"[0.0, 0.02)","POLYGON ((132.45801791834947 34.38736968589089, 132.45801791834947 34.39636682283864, 132.46885146963135 34.39636682283864, 132.46885146963135 34.38736968589089, 132.45801791834947 34.38736968589089))"
12829.0,1072,Quezon City [Manila],Philippines,PHL,0.008306865413051,0.1189222674741642,"[0.0, 0.02)","POLYGON ((120.95611656382351 14.613482977440086, 120.95611656382351 14.622480114330315, 120.96535540713587 14.622480114330315, 120.96535540713587 14.613482977440086, 120.95611656382351 14.613482977440086))"
12858.0,2523,Osaka [Kyoto],Japan,JPN,0.001145615672175,0.5664822144500107,"[0.0, 0.02)","POLYGON ((135.50310527966138 34.67330414909143, 135.50310527966138 34.682301286040186, 135.5139761010687 34.682301286040186, 135.5139761010687 34.67330414909143, 135.50310527966138 34.67330414909143))"
12964.0,314,Tokyo,Japan,JPN,0.007881192545532,0.3666942949809256,"[0.0, 0.02)","POLYGON ((139.71911637012514 35.72456227962622, 139.71911637012514 35.7335594165787, 139.73012883118724 35.7335594165787, 139.73012883118724 35.72456227962622, 139.71911637012514 35.72456227962622))"
12981.0,301,Cebu City,Philippines,PHL,0.089122056168774,0.0793858081887425,"[0.08, 0.1)","POLYGON ((123.89160560174206 10.310442364783851, 123.89160560174206 10.31943950166338, 123.9006922393882 10.31943950166338, 123.9006922393882 10.310442364783851, 123.89160560174206 10.310442364783851))"
